the_geom,cartodb_id,at_a_public_event_negative,at_a_public_event_positive,at_the_shops_negative,at_the_shops_positive,going_to_or_from_school_negative,going_to_or_from_school_positive,going_to_or_from_work_negative,going_to_or_from_work_positive,i_avoid_going_there_alone,i_never_went_back_there,i_reported_it_and_authorities_did_something,i_reported_it_but_authorities_did_nothing,i_stopped,i_told_my_friend_or_my_family,in_a_park_or_garden_negative,in_a_park_or_garden_positive,on_the_street_negative,on_the_street_positive,out_socially_negative,out_socially_positive,public_transport_negative,public_transport_positive,someone_using_alcohol_or_drugs_negative,this_happens_so_often_that_ia_m_just_used_to_it,age,created_datetime,dataset,description_negative,description_positive,description_translation,disability,ethnicity,ftb_demographics_heading,full_time_parent,gender,gender_discrimination_factor,id,in_work,location_adminarea1,location_adminarea1type,location_adminarea3,location_adminarea3type,location_adminarea4,location_adminarea4type,location_adminarea5,location_adminarea5type,location_adminarea6,location_adminarea6type,location_displaylatlng_lat,location_displaylatlng_lng,location_dragpoint,location_geocodequality,location_geocodequalitycode,location_latlng_lat,location_latlng_lng,location_linkid,location_mapurl,location_postalcode,location_sideofstreet,location_street,location_type_1,location_unknowninput,spot_type,location_what_happened_next_other,name,none,other,religion,student,submission_sets_support_length,submission_sets_support_name,submission_sets_support_url,submitter,submitter_avatar_url,submitter_id,submitter_name,submitter_provider_id,submitter_provider_type,submitter_username,time_of_day,unemployed,updated_datetime,url,user_token,visible
0101000020E61000005ECA70289251404019CF8C747979D53F,618,,,At the shops_negative,,,,Going to or from work_negative,,,,,,,I told my friend or my family),,,On the street_negative,,,,,,,,18,2018-05-25 13:01:58.065+00,47,When am always in the market men yell at me that we want to touch were your mum and dad can't touch which makes me feel am not safe here because they are always there doing nothing. They should teach these men how to talk to ladies ,,,,,,,female,gender_discrimination_factor,115384,,UG,Country,Central Region,State,,County,Kampala,City,,Neighborhood,0.337699,32.637096,false,POINT,P1AAA,0.337699,32.637096,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=0.3376993,32.6370955|marker-sm-50318A-1&scalebar=true&zoom=15&rand=-1938635699",24144,false,Uganda Ministry of Works & Transport,s,,bad,,"Uganda Ministry of Works &amp; Transport, Kampala Central Region",,,,student,,,,,,,,,,,Anytime,,2018-05-25 13:01:58.081+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobekampala/places/115384,session:91dc4ff224bdf4ac19ad22c207584ab1,true
0101000020E6100000C93D451C375340407A7DE3F4C03AD43F,619,,,,,,,,,,,,,,I told my friend or my family),,,On the street_negative,,,,,,,This happens so often that Iâ€™m just used to it,23,2018-05-25 13:03:00.968+00,47,I was from work with my bag and money in it. A boda boda guy grabbed it and drove off.i shouted but didn't get help,,,,,,,female,gender_discrimination_factor,115387,in work,UG,Country,Central Region,State,,County,Kampala,City,,Neighborhood,0.316063,32.649978,false,POINT,P1AAA,0.316063,32.649978,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=0.3160626,32.6499778|marker-sm-50318A-1&scalebar=true&zoom=15&rand=-863356909",24144,false,Good Price Supermarket,s,,bad,,"Good Price Supermarket, Kampala Central Region",,,,,,,,,,,,,,,Evening,,2018-05-25 13:03:01.098+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobekampala/places/115387,session:40ce175d5d2e415141f88fcaec8d9cc1,true
0101000020E6100000732E659A19534040B51BACE0F858D43F,620,,,,,,,,,,,,,,I told my friend or my family),,,On the street_negative,,,,,,,This happens so often that Iâ€™m just used to it,24,2018-05-25 13:05:32.977+00,47,I was talking on phone and a group of boys stood in front of me and they forcefully grabbed it from me. Security should be increased ,,,,,,,female,gender_discrimination_factor,115392,in work,UG,Country,Central Region,State,,County,Kampala,City,,Neighborhood,0.317976,32.649305,false,STREET,B1AAA,0.317976,32.649305,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=0.31797579147823174,32.64930544255902|marker-sm-50318A-1&scalebar=true&zoom=15&rand=1640968831",24144,false,Old Butabika Road,s,,bad,,"Old Butabika Road, Kampala Central Region",,,,student,,,,,,,,,,,Anytime,,2018-05-25 13:05:33.1+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobekampala/places/115392,session:40ce175d5d2e415141f88fcaec8d9cc1,true
0101000020E6100000B9433FE1F0504040B1E5FA165446D43F,621,,,At the shops_negative,,Going to or from school_negative,,,,I avoid going there alone,,,,,,,,On the street_negative,,,,,,Someone using alcohol or drugs_negative,This happens so often that Iâ€™m just used to it,17,2018-05-25 13:14:00.781+00,47,"A man in a car followed me, I tried to move faster and he also increased his speed. When he reached me he asked me where I was coming from in a rude way and he told me to enter his car. I ran to the near by shop and decided to pretend as if I was buying something.",,,,,,,female,gender_discrimination_factor,115411,,UG,Country,Central Region,State,,County,Kampala,City,,Neighborhood,0.316682,32.632286,false,STREET,B1AAA,0.316682,32.632286,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=0.31668175384142466,32.63228560246182|marker-sm-50318A-1&scalebar=true&zoom=15&rand=-152630396",24144,false,Portbell Road,s,,bad,,"Portbell Road, Kampala Central Region",,,,student,,,,,,,,,,,Late night,,2018-05-25 13:14:00.948+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobekampala/places/115411,session:3efc3dcba17ac1721600c274afe05a1d,true
0101000020E6100000EF074DA5B7504040E29FC30C6E53D43F,622,,,,,,,,,,,,,,,,,,On the street_positive,,,,,,,16,2018-05-25 13:30:26.91+00,47,,"The young people are playing, the  girl,s ,_x000D_ backhome , it has enough security",,,,,,female,,115456,,UG,Country,Central Region,State,,County,Kampala,City,,Neighborhood,0.31738,32.630526,false,STREET,B1AAA,0.31738,32.630526,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=0.31737962254337665,32.63052641102254|marker-sm-50318A-1&scalebar=true&zoom=15&rand=738063664",24144,false,Portbell Road,s,,good,,"Portbell Road, Kampala Central Region",,,,student,,,,,,,,,,,Anytime,,2018-05-25 13:30:26.93+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobekampala/places/115456,session:05dc86aa45ca9baa52be7d33b1f2d8c9,true
0101000020E61000008D2A89C4B24F4040A128C221EA92D43F,623,,,,,,,,,,I never went back there,,,,,,,On the street_negative,,,,,,,,17,2018-05-25 13:47:17.751+00,47,"People  are dying because  where  there are leaving it is dirty,   The  streets they have  stangant water , they should  provide  for them trench ",,,,,,,female,,115477,,UG,Country,Central Region,State,,County,Kampala,City,,Neighborhood,0.321467,32.622563,false,POINT,P1AAA,0.321467,32.622563,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=0.3214673,32.62256304229541|marker-sm-50318A-1&scalebar=true&zoom=15&rand=-991188105",24144,false,Vision House,s,,bad,,"Vision House, Kampala Central Region",none,,,student,,,,,,,,,,,Anytime,,2018-05-25 13:47:17.767+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobekampala/places/115477,session:05dc86aa45ca9baa52be7d33b1f2d8c9,true
0101000020E6100000681E879CBA4F4040D7F245E10C9CD43F,624,,,,,,,,,,,,I reported it but authorities did nothing,,,,,On the street_negative,,,,,,,,17,2018-05-25 14:00:12.022+00,47,"The  rubbish  is  sorrunded  along side of the road,  because  the  streams are destroyed,  they should construct  the new one",,,,,,,female,,115494,,UG,Country,Central Region,State,,County,Kampala,City,,Neighborhood,0.3218,32.622691,false,STREET,B1AAA,0.3218,32.622691,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=0.3218003671375277,32.62269084345836|marker-sm-50318A-1&scalebar=true&zoom=15&rand=-970768149",24144,false,New Port Bell Road,s,,bad,,"New Port Bell Road, Kampala Central Region",none,,,student,,,,,,,,,,,Anytime,,2018-05-25 14:00:12.059+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobekampala/places/115494,session:05dc86aa45ca9baa52be7d33b1f2d8c9,true
0101000020E610000041BF9D2A594540406446D459A85BD33F,625,,,,,,,,,I avoid going there alone,,,,,I told my friend or my family),,,On the street_negative,,,,,,,,20,2018-05-26 08:53:59.972+00,47,There are boda bada robbers a man was hit by a hummer on the head and his boda boda was taken. The security should be tightened,,,,,,,female,gender_discrimination_factor,116040,in work,UG,Country,Central Region,State,,County,Kampala,City,,Neighborhood,0.30269,32.541708,false,STREET,B1AAA,0.30269,32.541708,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=0.3026898622541496,32.54170787384752|marker-sm-50318A-1&scalebar=true&zoom=15&rand=1422800467",33903,false,Nateete (Wakaliga) Road,s,,bad,,"Nateete (Wakaliga) Road, Kampala Central Region",,,,,,,,,,,,,,,Afternoon,,2018-05-26 08:53:59.99+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobekampala/places/116040,session:0a59d6dc1c37c9b541923468a26af14f,true
0101000020E6100000566ADC35464540404E8171CC1050D33F,626,,,,,Going to or from school_negative,,,,I avoid going there alone,,,,,,,,,,,,,,,This happens so often that Iâ€™m just used to it,19,2018-05-26 09:06:14.999+00,47,"The are drug users who abuse people who passby that shortcut, the place is feeled up.by idol people who have nothing to do. The police should always patrol that place to either arrest or scare away those drug users",,,,,,,female,gender_discrimination_factor,116079,,UG,Country,Central Region,State,,County,Kampala,City,,Neighborhood,0.302434,32.540971,false,STREET,B1AAA,0.302434,32.540971,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=0.3024337166765855,32.54097144910815|marker-sm-50318A-1&scalebar=true&zoom=15&rand=-2131728532",33903,false,Nateete (Wakaliga) Road,s,,bad,,"Nateete (Wakaliga) Road, Kampala Central Region",,,,student,,,,,,,,,,,Evening,,2018-05-26 09:06:15.122+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobekampala/places/116079,session:0a59d6dc1c37c9b541923468a26af14f,true
0101000020E61000005677AB35144840409367B57CB8E6D33F,627,,,,,,,,,,,,,,,,,On the street_negative,,,,Public transport_negative,,,This happens so often that Iâ€™m just used to it,28,2018-05-26 09:08:34.866+00,47,"My phone was  stolen,at 6:00am, place  is  so busy  in the evening  so on  one  cares  whether  u are stolen_x000D_Security must be improved. ",,,,,,,female,gender_discrimination_factor,116089,in work,UG,Country,Central Region,State,,County,Kampala,City,,Neighborhood,0.311103,32.563554,false,POINT,P1AAA,0.311103,32.563554,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=0.3111028,32.5635537|marker-sm-50318A-1&scalebar=true&zoom=15&rand=-1003095090",33903,false,Ronam Junior School,s,,bad,,"Ronam Junior School, Kampala Central Region",,,,,,,,,,,,,,,Evening,,2018-05-26 09:08:34.883+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobekampala/places/116089,session:0c4e7f42181fddc969857d9221be8429,true
0101000020E61000001474AE3A484740409DC33E8302BDD43F,628,,,At the shops_negative,,,,Going to or from work_negative,,,,,,,I told my friend or my family),,,On the street_negative,,Out socially_negative,,Public transport_negative,,Someone using alcohol or drugs_negative,This happens so often that Iâ€™m just used to it,22,2018-05-26 09:11:50.654+00,47,My friend lost phone their. Most if the youth in that place don't work and they use drugs. Put more security and provide jobs.,,,,,,,female,,116101,in work,UG,Country,Central Region,State,,County,Kampala,City,,Neighborhood,0.323874,32.557193,false,STREET,B1AAA,0.323874,32.557193,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=0.3238737354095598,32.557193361371496|marker-sm-50318A-1&scalebar=true&zoom=15&rand=916447796",33903,false,Kikaye Road,s,,bad,,"Kikaye Road, Kampala Central Region",,other,,student,,,,,,,,,,,Anytime,,2018-05-26 09:11:50.805+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobekampala/places/116101,session:cfd2ed5074b6228a7bd6241af9b4669a,true
0101000020E6100000D77652E0F646404045888620622ED33F,629,,,,,,,Going to or from work_negative,,,,,I reported it but authorities did nothing,,,,,On the street_negative,,,,,,,,25,2018-05-26 09:16:02.736+00,47,I was on a bodaboda going back home from work. A man on another bodabodawas behind us and stole my bag. There need more security on that road. ,,,,,,,female,,116116,in work,UG,Country,Central Region,State,,County,Kampala,City,,Neighborhood,0.299738,32.554446,false,STREET,B1AAA,0.299738,32.554446,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=0.29973757736868484,32.5544458640581|marker-sm-50318A-1&scalebar=true&zoom=15&rand=-289243248",33903,false,Stensera Road,s,,bad,,"Stensera Road, Kampala Central Region",none,,,,,,,,,,,,,,Evening,,2018-05-26 09:16:02.754+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobekampala/places/116116,session:ef74f27667a176dd0bae95315027e852,true
0101000020E6100000E1DE3EECDA464040EFB80EF95A2CD43F,630,,,,,Going to or from school_negative,,,,,,,,,I told my friend or my family),,,On the street_negative,,,,Public transport_negative,,Someone using alcohol or drugs_negative,This happens so often that Iâ€™m just used to it,16,2018-05-26 09:16:26.76+00,47,I was knocked by the motor cycle. The road is so narrow and most drivers use drugs. Should Wisden the roads and ensure that all driver go through training.,,,,,,,female,,116119,,UG,Country,Central Region,State,,County,Kampala,City,,Neighborhood,0.315493,32.553536,false,STREET,B1AAA,0.315493,32.553536,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=0.31549283465666433,32.5535362165788|marker-sm-50318A-1&scalebar=true&zoom=15&rand=712916707",33903,false,Sentema Road,s,,bad,,"Sentema Road, Kampala Central Region",,other,,student,,,,,,,,,,,Anytime,,2018-05-26 09:16:26.779+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobekampala/places/116119,session:cfd2ed5074b6228a7bd6241af9b4669a,true
0101000020E6100000411400668D474040EE6C25FAD0C3D43F,631,,,,,,,,,,,,,,I told my friend or my family),,,On the street_negative,,,,,,,,18,2018-05-26 09:18:15.682+00,47,They powered dirty water on me. A lot of drunkards are here so they don't respect people and the place is too dirty. I think KCCA should work on the cleanliness of the place.,,,,,,,female,,116126,,UG,Country,Central Region,State,,County,Kampala,City,,Neighborhood,0.324879,32.559486,false,POINT,P1AAA,0.324879,32.559486,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=0.3248793,32.5594861|marker-sm-50318A-1&scalebar=true&zoom=15&rand=-1307738601",33903,false,Tuskys,s,,bad,,"Tuskys, Kampala Central Region",none,,,student,,,,,,,,,,,Evening,,2018-05-26 09:18:15.805+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobekampala/places/116126,session:190d552a9560c92a4b860ab24996cca9,true
0101000020E6100000E7EDC2ADDF464040558D49BB2419D43F,632,,,,,,,Going to or from work_negative,,,,,,,I told my friend or my family),,,On the street_negative,,,,,,Someone using alcohol or drugs_negative,This happens so often that Iâ€™m just used to it,24,2018-05-26 09:19:23.644+00,47,I hear people being stolen from there. High level of poverty and no lights on the roads. Put street lights.,,,,,,,female,gender_discrimination_factor,116134,in work,UG,Country,Central Region,State,,County,Kampala,City,,Neighborhood,0.314617,32.554192,false,STREET,B1AAA,0.314617,32.554192,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=0.31461668253406805,32.55419205236955|marker-sm-50318A-1&scalebar=true&zoom=15&rand=-1061233982",33903,false,Sentema Road,s,,bad,,"Sentema Road, Kampala Central Region",,other,,,,,,,,,,,,,Late night,,2018-05-26 09:19:23.849+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobekampala/places/116134,session:cfd2ed5074b6228a7bd6241af9b4669a,true
0101000020E6100000B3627165F4454040E34418A0243DD33F,633,,,,,,,,,,,,,,,,,,,Out socially_negative,,,,,This happens so often that Iâ€™m just used to it,19,2018-05-26 09:20:01.494+00,47,Our community is not safe. There are alot of thieves in my community. There need security and creating jobs  for the boys who rob our belongings. ,,,,,,,female,,116137,in work,UG,Country,Central Region,State,,County,Kampala,City,,Neighborhood,0.3003,32.545908,false,STREET,B1AAA,0.3003,32.545908,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=0.300300274694859,32.5459077785127|marker-sm-50318A-1&scalebar=true&zoom=15&rand=-284888081",33903,false,Sekabaka Kintu Road,s,,bad,,"Sekabaka Kintu Road, Kampala Central Region",none,,,,,,,,,,,,,,Anytime,,2018-05-26 09:20:01.656+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobekampala/places/116137,session:ef74f27667a176dd0bae95315027e852,true
0101000020E610000010EA705D62464040259708DECCB4D43F,634,,,,,,,,,,,,I reported it but authorities did nothing,,I told my friend or my family),,,On the street_negative,,Out socially_negative,,Public transport_negative,,,This happens so often that Iâ€™m just used to it,21,2018-05-26 09:22:11.518+00,47,There is a child that fell in the trenches more over dirty ones and her conditions went bad. The trenches should be built and covered.,,,,,,,female,,116144,,UG,Country,Central Region,State,,County,Kampala,City,,Neighborhood,0.32454,32.547466,false,POINT,P1AAA,0.32454,32.547466,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=0.32454,32.5474658|marker-sm-50318A-1&scalebar=true&zoom=15&rand=-216852007",33903,false,Trust Video Library,s,,bad,,"Trust Video Library, Kampala Central Region",,other,,,,,,,,,,,,,Anytime,unemployed,2018-05-26 09:22:11.546+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobekampala/places/116144,session:cfd2ed5074b6228a7bd6241af9b4669a,true
0101000020E61000008AA1E2613D484040CF0FB5C2F3F8D43F,635,,,,,,,,,,,,,,I told my friend or my family),,,On the street_negative,,,,,,,,20,2018-05-26 09:22:20.926+00,47,I was abused by the drunkards. Its a bar so I was passing by they harrased me verbally. The police should act accordingly to this place.,,,,,,,female,,116145,,UG,Country,Central Region,State,,County,Kampala,City,,Neighborhood,0.327821,32.5644,false,POINT,P1AAA,0.327821,32.5644,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=0.32782085,32.564399799755314|marker-sm-50318A-1&scalebar=true&zoom=15&rand=-1798043325",33903,false,CHEZ JOHNSON HOSTEL,s,,bad,,"CHEZ JOHNSON HOSTEL, Kampala Central Region",none,,,student,,,,,,,,,,,Evening,,2018-05-26 09:22:20.942+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobekampala/places/116145,session:190d552a9560c92a4b860ab24996cca9,true
0101000020E610000023B3C8A82A474040EEC5DD4168C4D33F,636,,,,,,,,,,,,,,I told my friend or my family),,,On the street_negative,,,,,,,This happens so often that Iâ€™m just used to it,24,2018-05-26 09:23:17.342+00,47,There are robers normally who grab phones and hand bags from students. There are many jobless youth in the place . Youths should be given some start up capital to help rhem work,,,,,,,female,gender_discrimination_factor,116150,,UG,Country,Central Region,State,,County,Kampala,City,,Neighborhood,0.308795,32.556111,false,POINT,P1AAA,0.308795,32.556111,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=0.3087949,32.5561111|marker-sm-50318A-1&scalebar=true&zoom=15&rand=532307040",33903,false,Kal Electronics and Phone Repair,s,,bad,,"Kal Electronics and Phone Repair, Kampala Central Region",,,,student,,,,,,,,,,,Anytime,,2018-05-26 09:23:17.464+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobekampala/places/116150,session:0a59d6dc1c37c9b541923468a26af14f,true
0101000020E6100000B12C0470ED474040945F81FC2D90D43F,637,,,,,,,,,,,,,,I told my friend or my family),,,On the street_negative,,,,,,,,16,2018-05-26 09:23:27.513+00,47,"My school bag was stolen, The on  the streets of Mengo road , mengo  has no street lights yet the road is too busy. It  can  be  improved  by providing more street lights on the  road. ",,,,,,,female,,116152,,UG,Country,Central Region,State,,County,Kampala,City,,Neighborhood,0.321338,32.562016,false,POINT,P1AAA,0.321338,32.562016,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=0.32133825,32.56201571286672|marker-sm-50318A-1&scalebar=true&zoom=15&rand=1169884703",33903,false,Mengo Senior School,s,,bad,,"Mengo Senior School, Kampala Central Region",none,,,student,,,,,,,,,,,Late night,,2018-05-26 09:31:19.329+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobekampala/places/116152,session:2031af73fd4001fc46ac55594b3a763a,true
0101000020E61000009523BEFD7B47404008B3803ECEBAD43F,638,,,,,,,,,I avoid going there alone,,,,,,,,On the street_negative,,,,,,,,18,2018-05-26 09:24:30.684+00,47,A woman was raped. A lot of drunkards are in this place. LC people should talk to their members in the community.,,,,,,,female,,116158,,UG,Country,Central Region,State,,County,Kampala,City,,Neighborhood,0.323413,32.55883,false,STREET,B1AAA,0.323413,32.55883,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=0.3234134509466893,32.55882957359037|marker-sm-50318A-1&scalebar=true&zoom=15&rand=2019532785",33903,false,Mutesa 1 Road,s,,bad,,"Mutesa 1 Road, Kampala Central Region",none,,,student,,,,,,,,,,,Afternoon,,2018-05-26 09:24:30.7+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobekampala/places/116158,session:190d552a9560c92a4b860ab24996cca9,true
0101000020E61000009D69D6DA9A4740404C74810759C1D43F,639,,,,,,,,,,,,,,,,,On the street_negative,,,,,,,This happens so often that Iâ€™m just used to it,23,2018-05-26 09:24:35.541+00,47,"A thief snatched my bag when I was coming from work,  they are many drug addicts in this area. The police should fight against drug abuse. ",,,,,,,female,,116159,in work,UG,Country,Central Region,State,,County,Kampala,City,,Neighborhood,0.323995,32.559643,false,STREET,B1AAA,0.323995,32.559643,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=0.32399498145465433,32.559642604317304|marker-sm-50318A-1&scalebar=true&zoom=15&rand=356591387",33903,false,Mutesa 1 Road,s,,bad,,"Mutesa 1 Road, Kampala Central Region",none,,,,,,,,,,,,,,Evening,,2018-05-26 09:24:35.561+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobekampala/places/116159,session:c53a5b05a371900ec075612c6bcc8075,true
0101000020E61000004396F5796D454040016F3D9EA869D33F,640,,,,,,,Going to or from work_negative,,,,,,,,,,On the street_negative,,,,,,,This happens so often that Iâ€™m just used to it,24,2018-05-26 09:24:46.504+00,47,Me and my sister we were robbed around wakaliga stage. The place is highly populated with idolers. The police should always patrol around that place. ,,,,,,,female,,116161,in work,UG,Country,Central Region,State,,County,Kampala,City,,Neighborhood,0.30299,32.542537,false,STREET,B1AAA,0.30299,32.542537,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=0.30298990778345536,32.54253720775235|marker-sm-50318A-1&scalebar=true&zoom=15&rand=694423184",33903,false,Nateete (Wakaliga) Road,s,,bad,,"Nateete (Wakaliga) Road, Kampala Central Region",none,,,,,,,,,,,,,,Late night,,2018-05-26 09:24:46.574+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobekampala/places/116161,session:ef74f27667a176dd0bae95315027e852,true
0101000020E61000004F639F6181474040FA8A00B333BFD43F,641,,,,,,,,,,I never went back there,,,,,,,On the street_negative,,,,,,,,22,2018-05-26 09:26:19.452+00,47,I was stolen. Youths don't like to work. They should help youth get jobs.,,,,,,,female,,116167,,UG,Country,Central Region,State,,County,Kampala,City,,Neighborhood,0.323583,32.559065,false,STREET,B1AAA,0.323583,32.559065,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=0.3235826128288267,32.559065248283446|marker-sm-50318A-1&scalebar=true&zoom=15&rand=-1038051274",33903,false,Mutesa 1 Road,s,,bad,,"Mutesa 1 Road, Kampala Central Region",none,,,,,,,,,,,,,,Afternoon,unemployed,2018-05-26 09:26:19.468+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobekampala/places/116167,session:190d552a9560c92a4b860ab24996cca9,true
0101000020E61000000C7F78E8E34740404274FFCEBA0AD63F,642,,,,,Going to or from school_negative,,,,,,,I reported it but authorities did nothing,,I told my friend or my family),,,On the street_negative,,,,,,Someone using alcohol or drugs_negative,This happens so often that Iâ€™m just used to it,25,2018-05-26 09:27:02.969+00,47,"Thieves broke into my house. There are very many in employed youth, overcrowdness and most of the people come from different backgrounds and are mostly university students. Put more security and also the landlords should make a fall up on where their tenants come from and their reports.",,,,,,,female,gender_discrimination_factor,116172,,UG,Country,Central Region,State,,County,Kampala,City,,Neighborhood,0.3451,32.561528,false,POINT,P1AAA,0.3451,32.561528,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=0.3451003,32.5615277|marker-sm-50318A-1&scalebar=true&zoom=15&rand=628214077",36188,false,St Margaret College,s,,bad,,"St Margaret College, Kampala Central Region",,other,,student,,,,,,,,,,,Late night,,2018-05-26 09:27:02.992+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobekampala/places/116172,session:cfd2ed5074b6228a7bd6241af9b4669a,true
0101000020E6100000C608EAD5154740406C4A6C15C18AD43F,643,,,,,,,,,I avoid going there alone,,,,,,,,On the street_negative,,,,,,,,20,2018-05-26 09:27:21.786+00,47,I heard that a woman's bag was snatched_x000D_There are idlers _x000D_Provide security ,,,,,,,female,,116174,,UG,Country,Central Region,State,,County,Kampala,City,,Neighborhood,0.321134,32.555436,false,STREET,B1AAA,0.321134,32.555436,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=0.3211338839916642,32.55543586283529|marker-sm-50318A-1&scalebar=true&zoom=15&rand=-439295334",33903,false,Nabulagala Road,s,,bad,,"Nabulagala Road, Kampala Central Region",none,,,,,,,,,,,,,,Late night,unemployed,2018-05-26 09:27:21.803+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobekampala/places/116174,session:1bfd8eb7130c8d7116228af1e191c3c0,true
