the_geom,cartodb_id,at_a_public_event_negative,at_a_public_event_positive,at_the_shops_negative,at_the_shops_positive,going_to_or_from_school_negative,going_to_or_from_school_positive,going_to_or_from_work_negative,going_to_or_from_work_positive,i_avoid_going_there_alone,i_never_went_back_there,i_reported_it_and_authorities_did_something,i_reported_it_but_authorities_did_nothing,i_stopped_going_to_school_university_or_work,i_told_my_friend_or_my_family,in_a_park_or_gardennegative,in_a_park_or_garden_positive,lgbtqia,on_the_street_negative,on_the_street_positive,out_socially_negative,out_socially_positive,public_transport_negative,public_transport_positive,someone_using_alcohol_or_drugs_negative,this_happens_so_often_that_i_m_just_used_to_it,age,created_datetime,dataset,description_negative,description_positive,description_translation,disability,ethnicity,ftb_demographics_heading,full_time_parent,gender,gender_discrimination,id,in_work,location_adminarea1,location_adminarea1type,location_adminarea3,location_adminarea3type,location_adminarea4,location_adminarea4type,location_adminarea5,location_adminarea5type,location_adminarea6,location_adminarea6type,location_displaylatlng_lat,location_displaylatlng_lng,location_dragpoint,location_geocodequality,location_geocodequalitycode,location_latlng_lat,location_latlng_lng,location_linkid,location_mapurl,location_postalcode,location_sideofstreet,location_street,location_type_1,location_unknowninput,spot_type,location_what_happened_next_other,translation,name,none,other,religion,student,submission_sets_support_length,submission_sets_support_name,submission_sets_support_url,submitter,time_of_day,unemployed,updated_datetime,url,user_token,visible
0101000020E61000004456E68E4F4853C0F213940CC3AE27C0,937,,,,,,,,,x,,,,,,,,,x,,,,,,,,15,2018-05-17 17:04:21.343+00,46,,,,,,,,Female,x,101499,,PE,Country,Callao,State,,County,Ventanilla,City,,Neighborhood,-11.841557,-77.133711,false,POINT,P1AAA,-11.841557,-77.133711,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=-11.8415567,-77.13371118333652|marker-sm-50318A-1&scalebar=true&zoom=15&rand=-1786897441",6,false,Colegio,s,,bad,,,"Colegio, Ventanilla Callao",,,,x,,,,,Anytime,,2018-05-17 17:04:21.465+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobelima/places/101499,session:ad4f7e728d47b7108b71362b0a204a7d,true
0101000020E61000003F0B00144E3F53C00DE65B91AB4228C0,835,,,,,x,,,,,x,,,,,,,,x,,,,x,,x,x,19,2018-05-11 19:47:54.864+00,46,,,,,,,,Female,x,100123,,PE,Country,Lima,State,,County,Santiago de Surco,City,,Neighborhood,-12.129946,-76.989181,false,STREET,B1AAA,-12.129946,-76.989181,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=-12.129945874218183,-76.98918063455365|marker-sm-50318A-1&scalebar=true&zoom=15&rand=-1937131623",33,false,JirÃ³n Rey de Bahamonde,s,,bad,,,"JirÃ³n Rey de Bahamonde, Santiago de Surco Lima",,,,x,,,,,Afternoon,,2018-05-14 03:53:49.606+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobelima/places/100123,session:9f4a9c5b93b98b43d1f074b728f2f565,true
0101000020E610000079FD7FDC224053C0C0BCCF538E3128C0,836,,,,,,,,,x,,,,,,,,,,,,,,,,x,27,2018-05-11 21:10:59.442+00,46,El sitio no tiene iluminaciÃ³n de noche.,,The site does not have night lighting.,,,,,Female,,100133,x,PE,Country,Lima,State,,County,San Borja,City,,Neighborhood,-12.096806,-77.002248,false,STREET,B1AAA,-12.096806,-77.002248,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=-12.096806335127646,-77.00224810508824|marker-sm-50318A-1&scalebar=true&zoom=15&rand=-1580559325",41,false,Avenida AviaciÃ³n,s,,bad,,,"Avenida AviaciÃ³n, San Borja Lima",,other,,,,,,,Late night,,2018-05-14 03:53:49.547+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobelima/places/100133,session:62af23080474c8ec4ada6d1fe1e804f0,true
0101000020E610000044FA3F58E54153C031E2B565DD3D28C0,838,,,,,,,,,,,,,,x,x,,x,x,,x,,,,,x,24,2018-05-11 22:22:02.517+00,46,Nos acosaron a mi y a mi pareja y nos agredieron verbalmente. Nos perseguÃ­an y nadie apoyÃ³. Somos una pareja lgbt.,,They harassed me and my partner and verbally assaulted us. They were persecuting us and nobody supported. We are a lgbt couple.,,,,,Non-Binary,x,100148,x,PE,Country,Lima,State,,County,Miraflores,City,,Neighborhood,-12.120463,-77.029415,false,POINT,P1AAA,-12.120463,-77.029415,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=-12.1204629,-77.02941535057892|marker-sm-50318A-1&scalebar=true&zoom=15&rand=-2136573523",18,false,Parque Kennedy,s,,bad,,,"Parque Kennedy, Miraflores Lima",,,,,,,,,Evening,,2018-05-14 03:53:49.396+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobelima/places/100148,session:c040ccec42ffa8c2bfb07cecb2180f60,true
0101000020E61000000A97EF87114453C0AEA16EC5991028C0,839,,,,,,,,,,,,,,,,,,x,,,,,,,x,20,2018-05-11 23:40:40.504+00,46,Un grupo de jÃ³venes me dijo palabras obscenas. No respetan a las niÃ±as y adolescentes que vivimoa en este lugar,,A group of young people told me obscene words. They do not respect the girls and teenagers who live in this place,,,,,Female,x,100167,,PE,Country,Provincia de Huaral,State,,County,San MartÃ­n de Porres,City,,Neighborhood,-12.032429,-77.063531,false,STREET,B1AAA,-12.032429,-77.063531,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=-12.032428803743775,-77.0635310047261|marker-sm-50318A-1&scalebar=true&zoom=15&rand=-254483819",31,false,Tegucigalpa,s,,bad,,,"Tegucigalpa, San MartÃ­n de Porres Provincia de Huaral",,,,x,,,,,Evening,,2018-05-14 03:53:49.31+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobelima/places/100167,session:d47cedbda238f4fe50eecb336780be77,true
0101000020E61000009F0180A27C3E53C0A7D5FBC10C4E28C0,840,,,,,,,,,,x,,x,,,,,,,,,,x,,,,22,2018-05-12 00:58:41.052+00,46,"Estaba yendo a casa de una compaÃ±era a realizar un trabajo, saque el celular para decirle a mi amiga que ya estaba cerca y un tipo dentro del carro me arrancho el celular, bajo del bus y se fue corriendo por toda la Avenida los HÃ©roes. NO HABÃA NI UN POLICÃA, ni patrullero. ",,"I was going to a friend's house to do a job, I took out my cell phone to tell my friend that I was already close and a guy inside the car pulled my cell phone off, got off the bus and ran all over Los Heroes Avenue. THERE WAS NEITHER A POLICE, nor patrolman.",,,,,Female,x,100182,,PE,Country,Lima,State,,County,San Juan de Miraflores,City,,Neighborhood,-12.152364,-76.976326,false,STREET,B1AAA,-12.152364,-76.976326,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=-12.152363918601079,-76.97632573013597|marker-sm-50318A-1&scalebar=true&zoom=15&rand=-601867551",29,false,Av. Los HÃ©roes,s,,bad,,,"Av. Los HÃ©roes, San Juan de Miraflores Lima",,,,x,,,,,Afternoon,,2018-05-14 03:53:49.208+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobelima/places/100182,session:358ff95b056f226435139d362797aea2,true
0101000020E6100000A70300E0743D53C025915A38B21B28C0,890,,,,,,,,,x,,,,,x,,,,,,,,x,,,,22,2018-05-13 04:19:45.799+00,46,El conductor manoseo a una chica en el transporte de la 48.,,The driver fucked a girl in the transport of the 48.,,,,,Female,x,100322,,PE,Country,Lima,State,,County,Ate,City,,Neighborhood,-12.054076,-76.960266,false,STREET,B1AAA,-12.054076,-76.960266,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=-12.054076126829926,-76.96026617103621|marker-sm-50318A-1&scalebar=true&zoom=15&rand=-1648531609",3,false,Av. Calca,s,,bad,,,"Av. Calca, Ate Lima",,,,x,,,,,Evening,,2018-05-14 03:53:46.925+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobelima/places/100322,session:6ab01aee6b50b1781c27b9ede8ad15ad,true
0101000020E61000008503C0C16E4753C0B2F599668BF927C0,841,,,x,,,,x,,,,,,,x,,,,x,,,,,,,x,20,2018-05-12 01:42:49.588+00,46,"Siempre silvan, mandan besos volados, te dicen sus nombres y cosas como preciosa",,"They always silvan, send blown kisses, they tell you their names and things like precious",,,,,Female,,100193,,PE,Country,Callao,State,,County,Callao,City,,Neighborhood,-11.987305,-77.116082,false,STREET,B1AAA,-11.987305,-77.116082,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=-11.987304962547428,-77.1160820970995|marker-sm-50318A-1&scalebar=true&zoom=15&rand=1413631869",,false,Avenida Carlos Alberto Izaguirre,s,,bad,,,"Avenida Carlos Alberto Izaguirre, Callao Callao",none,,,x,,,,,Late night,,2018-05-14 03:53:49.047+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobelima/places/100193,session:cfda5667818d040015532d14414054c4,true
0101000020E610000063F37F73C04753C0ED2CF0907FFA27C0,843,,,,,,,x,,,,,,,x,,,,x,,,,,,,x,20,2018-05-12 02:35:56.165+00,46,"Hay un paradero de mototaxis rojas con mÃºsica a todo volumen siempre, pero siempre ""piropean"" y mandan besos y silbidos a cada chica que pase por ahÃ­ ",,"There is a bus stop for red mototaxis with loud music always, but always ""piropean"" and send kisses and whistles to every girl who passes by",,,,,Female,x,100200,,PE,Country,Callao,State,,County,Callao,City,,Neighborhood,-11.989217,-77.121114,false,STREET,B1AAA,-11.989217,-77.121114,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=-11.989217005908642,-77.12111396136073|marker-sm-50318A-1&scalebar=true&zoom=15&rand=-1013357551",,false,Calle Libertad,s,,bad,,,"Calle Libertad, Callao Callao",,,,x,,,,,Anytime,,2018-05-14 03:53:49+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobelima/places/100200,session:cfda5667818d040015532d14414054c4,true
0101000020E6100000A0F7FFDFD34753C00691A3793BFA27C0,844,,,,,,,x,,,,,,,x,,,,x,,,,,,,x,20,2018-05-12 02:39:27.338+00,46,"Hay una tranquera y hay chicos que se encargan de abrir esta,es como un peaje varios son pandilleros que estÃ¡n ahÃ­ porque les pagan algo y varias veces me han perseguido diciÃ©ndome cosas obsenas y dÃ¡ndome sus nombres",,"There is a gate and there are guys who are responsible for opening this, it's like a toll several gangs are there because they pay them something and several times they have chased me saying obscene things and giving me their names",,,,,Female,x,100201,,PE,Country,Callao,State,,County,Callao,City,,Neighborhood,-11.988651,-77.122206,false,STREET,B1AAA,-11.988651,-77.122206,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=-11.9886514,-77.1222062|marker-sm-50318A-1&scalebar=true&zoom=15&rand=-2118312996",,false,Calle Libertad,s,,bad,,,"Calle Libertad, Callao Callao",,,,x,,,,,Anytime,,2018-05-14 03:53:48.986+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobelima/places/100201,session:cfda5667818d040015532d14414054c4,true
0101000020E6100000F6FBDFC0CD4753C0A4F8C148D2FA27C0,845,,,,,,,,,,,,,,,,,,x,,,,,,,x,20,2018-05-12 02:41:55.176+00,46,"Se junta una pandilla en una esquina que se drogan, fuman y roban a los que no son de la zona",,"A gang gathers in a corner that drugs, smoke and rob those who are not from the area",,,,,Female,,100202,,PE,Country,Callao,State,,County,Callao,City,,Neighborhood,-11.989883,-77.121937,false,STREET,B1AAA,-11.989883,-77.121937,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=-11.989882775236389,-77.12193681940416|marker-sm-50318A-1&scalebar=true&zoom=15&rand=-1038437411",,false,Calle Jose Olaya,s,,bad,,,"Calle Jose Olaya, Callao Callao",none,,,x,,,,,Late night,,2018-05-14 03:53:48.973+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobelima/places/100202,session:cfda5667818d040015532d14414054c4,true
0101000020E61000001204808D614153C0FFE65459EC2C28C0,846,,,,,,,,,,,,x,,,x,,,x,,,,,,,,36,2018-05-12 02:42:29.143+00,46,"Siempre roban ahÃ­, regularmente vienen en auto bajan 2 personas con gorras y con pistola y roban a la gente que va caminando por ahÃ­ casi siempre entre 6:00pm a 8:00pm a mi me robaron ahÃ­ y presenciÃ© dos robos mas desde la otra acera ",,"They always steal there, they usually come in a car, they go down 2 people with caps and guns and they steal people who are walking around almost always between 6:00 pm and 8:00 pm they robbed me there and I witnessed two more robberies from the other sidewalk",,,,,Female,,100203,x,PE,Country,Lima,State,,County,La Victoria,City,,Neighborhood,-12.087734,-77.02155,false,STREET,B1AAA,-12.087734,-77.02155,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=-12.0877345,-77.0215504|marker-sm-50318A-1&scalebar=true&zoom=15&rand=-1345865699",27,false,Caravedo,s,,bad,,,"Caravedo, La Victoria Lima",none,,,,,,,,Evening,,2018-05-14 03:53:48.959+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobelima/places/100203,session:63de052bd390c94899505a54e06be2d3,true
0101000020E6100000AF56FF7DCC4753C05C49BDB32E1D28C0,847,,,,,,,,,,,,,,,,,,x,,,,,,,x,19,2018-05-12 02:44:55.868+00,46,,,,,,,,Female,,100204,,PE,Country,Constitutional Province of Callao,State,,County,Callao,City,,Neighborhood,-12.057139,-77.121841,false,STREET,B1AAA,-12.057139,-77.121841,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=-12.057139388096353,-77.12184072330129|marker-sm-50318A-1&scalebar=true&zoom=15&rand=-1446191280",2,false,Calle Sarita Colonia,s,,bad,,,"Calle Sarita Colonia, Callao Constitutional Province of Callao",none,,,x,,,,,Anytime,,2018-05-14 03:53:48.941+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobelima/places/100204,session:5930472696fbad9d914a51c6c103af20,true
0101000020E6100000F769274E6F4553C07AEBFDB76BAA27C0,856,,,,,,,,,x,,,,,,,,,x,,,,,,,,16,2018-05-12 16:27:41.848+00,46,Asaltaron a Una Joven Y No es la Unica vez Ya que ocurren muchos delitos puesto a que cuando ya se esta oscureciendo  no hay luz  y eso nos afecta mucho y la gente tiene que pasar con linternas O hasta con el mismo celular y corremos mucho riesgo.,,Assaulted A Young And It is not the only time Since many crimes occur since when it is getting dark there is no light and that affects us a lot and people have to go through flashlights Or even with the same cell phone and we are very much at risk.,,,,,Female,x,100252,,PE,Country,Provincia de Huaral,State,,County,Carabayllo,City,,Neighborhood,-11.832747,-77.084927,false,STREET,B1AAA,-11.832747,-77.084927,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=-11.832747197018195,-77.08492725659266|marker-sm-50318A-1&scalebar=true&zoom=15&rand=-1601088932",22,false,Avenida Huarangal,s,,bad,,,"Avenida Huarangal, Carabayllo Provincia de Huaral",,,,,,,,,Evening,,2018-05-14 03:53:47.636+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobelima/places/100252,session:644df28532298cc188e45f68aea0b1b3,true
0101000020E6100000CB058044E93E53C01E8EBF47555828C0,848,,,,,x,,x,,,,,,,,,,,x,,,,x,,,x,22,2018-05-12 06:00:34.239+00,46,"Es frente a mi casa, ahÃ­ tomo el autobus para ir a la universidad y hay un rompemuelle, es ahÃ­ donde los autos, motos, camiones de empresas, etc. Se paran (por ella rompemuelle) y se ponen a llamar, a tirarme besos, a quedarme mirando, a gritarme cosas por como voy vestida. Eso me hace sentir mal. Yo me visto de una forma muy recatada. ",,"It's in front of my house, there I take the bus to go to the university and there is a breakwater, that's where the cars, motorcycles, trucks of companies, etc. They stop (for it break) and they start calling, to throw kisses, to stare at me, to shout things for me as I go dressed. That makes me feel bad. I dress in a very demure way.",,,,,Female,x,100208,,PE,Country,Lima,State,,County,Chorrillos,City,,Neighborhood,-12.172459,-76.982976,false,STREET,B1AAA,-12.172459,-76.982976,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=-12.172459089012257,-76.98297590561036|marker-sm-50318A-1&scalebar=true&zoom=15&rand=2078415370",29,false,Av. Alipio Ponce,s,,bad,,,"Av. Alipio Ponce, Chorrillos Lima",,,,x,1,support,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobelima/places/100208/support,,Anytime,,2018-05-14 03:53:48.315+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobelima/places/100208,session:52ba866c665dbea3d141f4df802082ae,true
0101000020E61000004E388AA0204553C0A2701C450D2828C0,849,,,,,,,,,,,,,,x,,,,x,,,,,,,,27,2018-05-12 13:52:23.486+00,46,Un desconocido me hablo para molestarme. ,,A stranger spoke to me to annoy me.,,,,,Female,x,100233,x,PE,Country,Huaral,State,,County,Pueblo Libre,City,,Neighborhood,-12.078377,-77.080152,false,STREET,B1AAA,-12.078377,-77.080152,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=-12.078377233163014,-77.08015241476129|marker-sm-50318A-1&scalebar=true&zoom=15&rand=-132608568",32,false,Avenida La Marina,s,,bad,,,"Avenida La Marina, Pueblo Libre Huaral",,,,,,,,,Afternoon,,2018-05-14 03:53:47.833+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobelima/places/100233,session:2de6fe9f2e20e491f8c5f454c1f8d416,true
0101000020E6100000FCFC7FAD5E4253C02EB15FE41FB527C0,850,,,,,,,,,,,,,,x,,,,x,,,,,,,,14,2018-05-12 15:28:06.507+00,46,Estaba yendo a la panaderÃ­a y un seÃ±or me silbÃ³ ,,I was going to the bakery and a man whistled at me,,,,,Female,x,100241,,PE,Country,Huaral,State,,County,Carabayllo,City,,Neighborhood,-11.853933,-77.037319,false,STREET,B1AAA,-11.853933,-77.037319,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=-11.853933303748363,-77.03731944126532|marker-sm-50318A-1&scalebar=true&zoom=15&rand=197919047",22,false,28 de Julio,s,,bad,,,"28 de Julio, Carabayllo Huaral",,,,x,,,,,Morning,,2018-05-14 03:53:47.776+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobelima/places/100241,session:a388ee6b8f7e85aa1fc8fd6b0bcb7eee,true
0101000020E610000054997F3F674153C09153BDFACDC527C0,851,,,x,,,,,,,,,,x,,,,,,,,,,,,x,11,2018-05-12 15:59:50.032+00,46," ya al momento de ir a salir a comprar me intentaron tocar y me empezaron a silvar,molestar  ",,"already when going to go out to buy they tried to touch me and they started to whistle me, bother",,,,,Female,x,100243,,PE,Country,Provincia de Huaral,State,,County,Carabayllo,City,,Neighborhood,-11.886137,-77.023238,false,STREET,B1AAA,-11.886137,-77.023238,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=-11.8861372,-77.0232378|marker-sm-50318A-1&scalebar=true&zoom=15&rand=-1215147368",15316,false,Avenida Tupac Amaru,s,,bad,,,"Avenida Tupac Amaru, Carabayllo Provincia de Huaral",,other,,x,,,,,Evening,,2018-05-14 03:53:47.763+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobelima/places/100243,session:923eee26eb049666635f0c75c745bd79,true
0101000020E6100000E82979D42B4453C0F6B835C125FA27C0,852,,,,,,,,,,,,,,,,,,x,,,,,,,x,17,2018-05-12 16:02:06.208+00,46,Hay mucha delincuencia _x000D_Y me siento insegura en esa zona,,There are a lot of delinquency_x000D_And I feel insecure in that area ,,,,,Female,x,100244,,PE,Country,Provincia de Huaral,State,,County,Los Olivos,City,,Neighborhood,-11.98591,-77.065182,false,STREET,B1AAA,-11.98591,-77.065182,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=-11.9859098,-77.0651817|marker-sm-50318A-1&scalebar=true&zoom=15&rand=444449529",39,false,Las Higueras,s,,bad,,,"Las Higueras, Los Olivos Provincia de Huaral",,,,,,,,,Evening,,2018-05-14 03:53:47.744+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobelima/places/100244,session:ff22b9383cf030af05ac04964f93e30c,true
0101000020E6100000ED908521774153C06FD150FAFEC227C0,853,,,,,x,,,,x,x,,,,,,,,,,,,,,,,14,2018-05-12 16:06:21.829+00,46,"se encuentran atras de el colegio muchos pandilleros que a la hora de  salida  el estudiante, no se puede sentirse segura porque empiezan a silvar ,molestar , y empiezan a seguirte todo eso y los patruyeros pasan pero no hacen nada cuando ven a un estudiante en medio abuso!!.",,"there are many gang members behind the school that at the time of the x's departure, you can not feel safe because they start whistling, bothering, and they start following you and the patruyeros pass by but they do not do anything when they see a x in the middle abuse!!.",,,,,Female,x,100245,,PE,Country,Provincia de Huaral,State,,County,Carabayllo,City,,Neighborhood,-11.880851,-77.022975,false,STREET,B1AAA,-11.880851,-77.022975,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=-11.880850528727649,-77.02297498758573|marker-sm-50318A-1&scalebar=true&zoom=15&rand=-1125963546",15316,false,Calle Alamos,s,,bad,,,"Calle Alamos, Carabayllo Provincia de Huaral",,other,,x,,,,,Evening,,2018-05-14 03:53:47.731+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobelima/places/100245,session:923eee26eb049666635f0c75c745bd79,true
0101000020E6100000F105C0D0704553C0237E93974DAA27C0,854,,,,,,,,,x,,,,,,,,,x,,,,,,,,13,2018-05-12 16:19:26.54+00,46,En ese lugar hay un pasadiso y alli hay piraÃ±as  que ractan a muchachas y roban ,,In that place there is a passageway and there are piranhas who rape girls and steal,,,,,Female,x,100249,,PE,Country,Provincia de Huaral,State,,County,Carabayllo,City,,Neighborhood,-11.832753,-77.085,false,STREET,B1AAA,-11.832753,-77.085,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=-11.832753154296325,-77.08500044625075|marker-sm-50318A-1&scalebar=true&zoom=15&rand=-984344221",22,false,Avenida Huarangal,s,,bad,,,"Avenida Huarangal, Carabayllo Provincia de Huaral",,,,x,,,,,Evening,,2018-05-14 03:53:47.676+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobelima/places/100249,session:644df28532298cc188e45f68aea0b1b3,true
0101000020E61000008E15FB5A2E4153C060592CEFF1BF27C0,855,,,x,,,,,,x,,,,,x,x,,,x,,,,,,x,x,14,2018-05-12 16:21:14.975+00,46,,,,,,,,Female,,100250,,PE,Country,Provincia de Huaral,State,,County,Carabayllo,City,,Neighborhood,-11.87481,-77.018423,false,STREET,B1AAA,-11.87481,-77.018423,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=-11.874809873236726,-77.018422918479|marker-sm-50318A-1&scalebar=true&zoom=15&rand=1289927978",15316,false,JirÃ³n Augusto B. LeguÃ­a Oeste,s,,bad,"hubo una insinuaciÃ³n por parte de un hombre, !ASQUEROSO!, me dijo de cosas y eso NO me gustÃ³.",,"JirÃ³n Augusto B. LeguÃ­a Oeste, Carabayllo Provincia de Huaral",,other,,x,,,,,Late night,,2018-05-14 03:53:47.663+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobelima/places/100250,session:923eee26eb049666635f0c75c745bd79,true
0101000020E6100000F4EF8551314153C0E44235CB44C227C0,857,,,,,,,,,x,,,,,x,,,,x,,,,,,,,12,2018-05-12 16:30:37.855+00,46,ME DIJIERON PALABRAS OBESAS Y YA NUNCA MAS PASE POR ALLI,,THEY TOLD ME OBESE WORDS AND NEVER AGAIN PASS THROUGH THERE,,,,,Female,,100253,,PE,Country,Provincia de Huaral,State,,County,Carabayllo,City,,Neighborhood,-11.879352,-77.018596,false,STREET,B1AAA,-11.879352,-77.018596,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=-11.879351651920052,-77.01859643664487|marker-sm-50318A-1&scalebar=true&zoom=15&rand=299090970",15316,false,JirÃ³n Los Laureles,s,,bad,,,"JirÃ³n Los Laureles, Carabayllo Provincia de Huaral",,other,,x,,,,,Late night,,2018-05-14 03:53:47.622+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobelima/places/100253,session:923eee26eb049666635f0c75c745bd79,true
0101000020E61000008FF9FFBFD13C53C0BBE13B4C1B8D28C0,874,,,,,,,,,,,,,,x,,,,x,,,,,,,,19,2018-05-13 03:52:58.064+00,46,el cobrador del carro es grosero con las mujeres. Al bajar les lanza palabras soeses. ,,"The car collector is rude to women. When he descends, he gives them soese words.",,,,,Female,x,100305,,PE,Country,Lima,State,,County,Villa El Salvador,City,,Neighborhood,-12.223054,-76.941844,false,STREET,B1AAA,-12.223054,-76.941844,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=-12.22305375575882,-76.94184414466706|marker-sm-50318A-1&scalebar=true&zoom=15&rand=-442580055",42,false,Av. 3 de Octubre,s,,bad,,,"Av. 3 de Octubre, Villa El Salvador Lima",,,,x,,,,,Evening,,2018-05-14 03:53:47.152+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobelima/places/100305,session:6ab01aee6b50b1781c27b9ede8ad15ad,true
0101000020E6100000AC0C00A0254553C00E9C48F45FAB27C0,858,,,,,,,x,,,x,,,,,,,,,,,,,,,,19,2018-05-12 16:33:33.636+00,46,"Han asaltado a mi hermana mas de 3 veces ,la tumbaron al piso y le robaron toda su plata su celular ya que no habia gente ella regresaba de estudiar ",,"They have assaulted my sister more than 3 times, they knocked her down and stole all her cell phone money because there were no people she returned from studying",,,,,Female,x,100255,,PE,Country,Provincia de Huaral,State,,County,Carabayllo,City,,Neighborhood,-11.832394,-77.080568,false,STREET,B1AAA,-11.832394,-77.080568,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=-11.832393991714138,-77.08056805147146|marker-sm-50318A-1&scalebar=true&zoom=15&rand=-1777883024",22,false,Avenida Huarangal,s,,bad,,,"Avenida Huarangal, Carabayllo Provincia de Huaral",,,,x,,,,,Evening,,2018-05-14 03:53:47.596+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobelima/places/100255,session:644df28532298cc188e45f68aea0b1b3,true
